year,RTE,DIST,CNTY,POSTMILE,DESCRIPTION,VEHICLE_AADT_TOTAL,TRUCK_AADT_TOTAL,TRK_PERCENT_TOT,Latitude,Longitude
2019,5,12,ORA,6.78,JCT RTE 1,205600.0,14392,7.0,33.46713888888889,117.66977777777778
2019,5,12,ORA,9.604,"SAN JUAN CAPISTRANO, JCT. RTE. 74",215000.0,15050,7.0,33.502472222222224,117.65836111111112
2019,5,12,ORA,9.604,"SAN JUAN CAPISTRANO, JCT. RTE. 74",253000.0,17710,7.0,33.502472222222224,117.65836111111112
2019,5,12,ORA,13.776,CROWN VALLEY PARKWAY INTERCHANGE,300000.0,22500,7.5,33.55925,117.67288888888889
2019,5,12,ORA,21.304,"JCT. RTE. 405, SANTA ANA FREEWAY",371000.0,25970,7.0,33.64469444444445,117.73497222222223
2019,5,12,ORA,23.12,"IRVINE, JCT. RTE. 133",315000.0,22050,7.0,33.666916666666665,117.7526388888889
2019,5,12,ORA,23.12,"IRVINE, JCT. RTE. 133",309000.0,21630,7.0,33.666916666666665,117.7526388888889
2019,5,12,ORA,30.263,"TUSTIN, JCT. RTE. 55, COSTA MESA FREEWAY",270200.0,18914,7.0,33.74066666666667,117.83352777777777
2019,5,12,ORA,30.263,"TUSTIN, JCT. RTE. 55, COSTA MESA FREEWAY",269200.0,18844,7.0,33.74066666666667,117.83352777777777
2019,5,12,ORA,34.0,"SANTA ANA, JCT. RTES. 22 AND 57, GARDEN GROVE/ORANGE FREEWAYS",380000.0,26600,7.0,33.778777777777776,117.87591666666665
2019,5,12,ORA,34.0,"SANTA ANA, JCT. RTES. 22 AND 57, GARDEN GROVE/ORANGE FREEWAYS",328300.0,22981,7.0,33.778777777777776,117.87591666666665
2019,5,12,ORA,34.942,"ORANGE, CHAPMAN AVENUE",279000.0,22320,8.0,33.788888888888884,117.8866388888889
2019,5,12,ORA,36.258,KATELLA AVENUE,260000.0,22100,8.5,33.80313888888889,117.90158333333333
2019,5,12,ORA,36.258,KATELLA AVENUE,285000.0,22800,8.0,33.80313888888889,117.90158333333333
2019,5,12,ORA,38.915,LINCOLN AVENUE,307000.0,27630,9.0,33.83238888888889,117.93186111111112
2019,5,12,ORA,38.915,LINCOLN AVENUE,293000.0,26370,9.0,33.83238888888889,117.93186111111112
2019,5,12,ORA,42.1,"FULLERTON, JCT. RTE. 91, RIVERSIDE/ARTESIA FREEWAYS",145000.0,12325,8.5,33.85611111111111,117.97891666666666
2019,5,12,ORA,42.1,"FULLERTON, JCT. RTE. 91, RIVERSIDE/ARTESIA FREEWAYS",111000.0,10545,9.5,33.85611111111111,117.97891666666666
2019,5,12,ORA,43.43,JCT. RTE. 39; BEACH BOULEVARD,194000.0,18430,9.5,33.86655555555556,117.99816666666666
2019,5,7,LA,0.0,ORANGE/LOS ANGELES COUNTY LINE,208300.0,16872,8.1,33.87486111111111,118.01147222222222
2019,5,7,LA,6.848,"SANTA FE SPRINGS, JCT. RTE. 605, SAN GABRIEL RIVER FREEWAY",192000.0,13920,7.25,33.87486111111111,118.01147222222222
2019,5,7,LA,6.848,"SANTA FE SPRINGS, JCT. RTE. 605, SAN GABRIEL RIVER FREEWAY",228000.0,15230,6.68,33.94127777777778,118.0966111111111
2019,5,7,LA,10.876,"COMMERCE, GARFIELD AVENUE INTERCHANGE",219000.0,17892,8.17,33.98747222222222,118.13733333333334
2019,5,7,LA,13.784,"COMMERCE, JCT. RTE. 710, LONG BEACH FREEWAY",232000.0,18282,7.88,33.98747222222222,118.13733333333334
2019,5,7,LA,13.784,"COMMERCE, JCT. RTE. 710, LONG BEACH FREEWAY",244000.0,15616,6.4,34.01636111111111,118.17258333333334
2019,5,7,LA,16.474,"LOS ANGELES, JCT. RTE. 60, POMONA FREEWAY",250000.0,19200,7.68,34.02983333333333,118.21591666666667
2019,5,7,LA,16.474,"LOS ANGELES, JCT. RTE. 60, POMONA FREEWAY",234000.0,15678,6.7,34.02983333333333,118.21591666666667
2019,5,7,LA,18.452,"LOS ANGELES, JCT. RTE. 10, SAN BERNARDINO FREEWAY",228000.0,15458,6.78,34.055305555555556,118.21411111111111
2019,5,7,LA,18.452,"LOS ANGELES, JCT. RTE. 10, SAN BERNARDINO FREEWAY",234000.0,14695,6.28,34.01636111111111,118.17258333333334
2019,5,7,LA,20.444,"LOS ANGELES, JCT. RTE. 110, PASADENA FREEWAY",220000.0,14410,6.55,34.08186111111112,118.22375
2019,5,7,LA,20.444,"LOS ANGELES, JCT. RTE. 110, PASADENA FREEWAY",283000.0,14178,5.01,34.08186111111112,118.22375
2019,5,7,LA,22.548,"LOS ANGELES, JCT. RTE. 2, GLENDALE FREEWAY",278000.0,14178,5.1,34.10261111111111,118.24991666666666
2019,5,7,LA,22.548,"LOS ANGELES, JCT. RTE. 2, GLENDALE FREEWAY",233000.0,15518,6.66,34.10261111111111,118.24991666666666
2019,5,7,LA,25.781,"LOS ANGELES, COLORADO BOULEVARD EXTENSION INTERCHANGE",247000.0,15512,6.28,34.14086111111111,118.27755555555555
2019,5,7,LA,27.08,"LOS ANGELES, JCT. RTE. 134, VENTURA FREEWAY",258000.0,15893,6.16,34.15544444444444,118.28911111111111
2019,5,7,LA,27.08,"LOS ANGELES, JCT. RTE. 134, VENTURA FREEWAY",237000.0,16519,6.97,34.15544444444444,118.28911111111111
2019,5,7,LA,36.358,"LOS ANGELES, JCT. RTE. 170, HOLLYWOOD FREEWAY",194000.0,12358,6.37,34.233361111111115,118.40972222222223
2019,5,7,LA,36.358,"LOS ANGELES, JCT. RTE. 170, HOLLYWOOD FREEWAY",292000.0,21725,7.44,34.233361111111115,118.40972222222223
2019,5,7,LA,39.361,"LOS ANGELES, JCT. RTE. 118, RONALD REAGAN FREEWAY",289000.0,22455,7.77,34.26672222222222,118.44336111111112
2019,5,7,LA,41.0,S/O JCT RTE 405;N/O RINALDI ST,185000.0,5587,3.02,34.28563888888889,118.46052777777778
2019,5,7,LA,41.597,"LOS ANGELES, JCT. RTE. 405, SAN DIEGO FREEWAY",187000.0,6882,3.68,34.29161111111111,118.468
2019,5,7,LA,41.597,"LOS ANGELES, JCT. RTE. 405, SAN DIEGO FREEWAY",304000.0,18635,6.13,34.29161111111111,118.468
2019,5,7,LA,44.014,"LOS ANGELES, JCT. RTE. 210, FOOTHILL FREEWAY",286000.0,22480,7.86,34.29161111111111,118.468
2019,5,7,LA,45.584,"JCT. RTE. 14, ANTELOPE VALLEY FREEWAY",206000.0,20023,9.72,34.29161111111111,118.468
2019,5,7,LA,53.565,"SANTA CLARITA, SOUTH JCT. RTE. 126, MAGIC MOUNTAIN PARKWAY INTERCHANGE",159000.0,20034,12.6,34.423138888888886,118.58347222222221
2019,5,7,LA,55.48,"SANTA CLARITA, NORTH JCT. RTE. 126, HENRY MAYO DRIVE INTERCHANGE",135000.0,19886,14.73,34.44433333333333,118.60783333333333
2019,5,7,LA,55.48,"SANTA CLARITA, NORTH JCT. RTE. 126, HENRY MAYO DRIVE INTERCHANGE",118000.0,18514,15.69,34.44433333333333,118.60783333333333
2019,5,7,LA,56.602,HASLEY CANYON ROAD INTERCHANGE,115000.0,18630,16.2,34.456,118.61616666666666
2019,5,7,LA,81.487,"SOUTH JCT. RTE. 138, ROUTE 138 FREEWAY INTERCHANGE",70000.0,17465,24.95,34.75827777777778,118.79613888888889
2019,5,7,LA,82.103,"NORTH JCT. RTE. 138, ROUTE 138 FREEWAY INTERCHANGE",73000.0,16994,23.28,34.766666666666666,118.80008333333333
2019,5,7,LA,88.605,LOS ANGELES/KERN COUNTY LINE,79000.0,22000,27.85,34.81783333333334,118.88191666666665
2019,5,6,KER,0.0,LOS ANGELES/KERN COUNTY LINE,79000.0,22000,27.85,34.81783333333334,118.88191666666665
2019,5,6,KER,15.858,JCT. RTE. 99 NORTH,18700.0,2820,15.08,35.01852777777778,118.95772222222223
2019,5,6,KER,15.858,JCT. RTE. 99 NORTH,18700.0,4952,26.48,35.01852777777778,118.95772222222223
2019,5,6,KER,19.612,JCT. RTE. 166,37500.0,9475,25.27,35.05936111111111,118.99894444444445
2019,5,6,KER,38.793,JCT. RTE. 119,38500.0,9852,25.59,35.26711111111111,119.22430555555556
2019,5,6,KER,38.793,JCT. RTE. 119,39500.0,10270,26.0,35.26711111111111,119.22430555555556
2019,5,6,KER,41.193,JCT. RTE. 43,39500.0,10270,26.0,35.29355555555556,119.2525
2019,5,6,KER,41.193,JCT. RTE. 43,39000.0,9360,24.0,35.29355555555556,119.2525
2019,5,6,KER,47.546,STOCKDALE ROAD,42000.0,10791,25.69,35.35497222222222,119.33572222222222
2019,5,6,KER,52.145,JCT. RTE. 58,42000.0,9278,22.09,35.398916666666665,119.39708333333334
2019,5,6,KER,52.145,JCT. RTE. 58,41000.0,10250,25.0,35.398916666666665,119.39708333333334
2019,5,6,KER,73.017,JCT. RTE. 46,42500.0,10625,25.0,35.61627777777778,119.65305555555557
2019,5,6,KER,73.017,JCT. RTE. 46,38000.0,9500,25.0,35.61627777777778,119.65305555555557
2019,5,6,KIN,16.595,JCT. RTE. 41,38500.0,10634,27.62,35.981833333333334,119.96025
2019,5,6,KIN,16.595,JCT. RTE. 41,40000.0,10604,26.51,35.981833333333334,119.96025
2019,5,6,FRE,14.873,JCT. RTE. 198,39500.0,11955,30.27,36.25436111111111,120.24380555555555
2019,5,6,FRE,14.873,JCT. RTE. 198,41000.0,10012,24.42,36.25436111111111,120.24380555555555
2019,5,6,FRE,17.964,"JCT. RTE. 33 SOUTH, JCT. RTE. 145 NORTH",41000.0,10012,24.42,36.29441666666666,120.26905555555555
2019,5,6,FRE,17.964,"JCT. RTE. 33 SOUTH, JCT. RTE. 145 NORTH",40000.0,10000,25.0,36.29441666666666,120.26905555555555
2019,5,6,FRE,48.99,PANOCHE ROAD,40500.0,11407,28.17,36.63952777777778,120.6226111111111
2019,5,10,MER,6.28,JCT. RTE. 165 NORTH,30000.0,8556,28.52,36.930388888888885,120.84038888888888
2019,5,10,MER,6.28,JCT. RTE. 165 NORTH,41500.0,11836,28.52,36.930388888888885,120.84038888888888
2019,5,10,MER,17.578,JCT. RTE. 152,34600.0,10058,29.07,37.05669444444444,120.9696111111111
2019,5,10,MER,21.839,JCT. RTE. 33,43000.0,12973,30.17,37.10655555555556,121.01577777777777
2019,5,10,MER,23.6,NORTH OF ROUTE 33 @ SANTA NELLA TRUCK SCALES,43000.0,11838,27.53,37.128750000000004,121.03125
2019,5,10,MER,32.391,JCT. RTE. 140 EAST,42300.0,10490,24.8,37.245194444444444,121.08847222222222
2019,5,10,SJ,0.68,JCT. RTE. 580 WEST,24000.0,5952,24.8,37.597833333333334,121.34261111111111
2019,5,10,SJ,0.68,JCT. RTE. 580 WEST,25000.0,6200,24.8,37.597833333333334,121.34261111111111
2019,5,10,SJ,3.444,JCT. RTE. 132,31400.0,7787,24.8,37.63780555555555,121.34291666666667
2019,5,10,SJ,6.467,JCT. RTE. 33 SOUTH,27500.0,9776,35.55,37.68158333333333,121.3431111111111
2019,5,10,SJ,11.801,OLD ROUTE 50; 11TH STREET,24900.0,8205,32.95,37.75875,121.34280555555556
2019,5,10,SJ,12.623,JCT. RTE. 205 WEST,152000.0,40128,26.4,37.76705555555556,121.33225
2019,5,10,SJ,14.834,JCT. RTE. 120 EAST,129000.0,33411,25.9,37.78861111111111,121.30236111111111
2019,5,10,SJ,20.951,FRENCH CAMP OVERCROSSING,103000.0,26265,25.5,37.87466666666667,121.278
2019,5,10,SJ,20.951,FRENCH CAMP OVERCROSSING,107000.0,26750,25.0,37.87466666666667,121.278
2019,5,10,SJ,25.365,"STOCKTON, JCT. RTE. 4",152000.0,37240,24.5,37.93683333333333,121.29741666666666
2019,5,10,SJ,25.365,"STOCKTON, JCT. RTE. 4",132000.0,31680,24.0,37.93683333333333,121.29741666666666
2019,5,10,SJ,26.185,"STOCKTON, JCT. RTE. 4",130000.0,30550,23.5,37.948388888888886,121.30058333333334
2019,5,10,SJ,29.99,"STOCKTON, MARCH LANE",106000.0,24380,23.0,37.98447222222222,121.34322222222222
2019,5,10,SJ,32.664,"STOCKTON, HAMMER LANE",73000.0,16498,22.6,38.02119444444445,121.35858333333333
2019,5,10,SJ,39.573,JCT. RTE. 12,77300.0,12669,16.39,38.116,121.39780555555556
2019,5,10,SJ,39.573,JCT. RTE. 12,66000.0,13497,20.45,38.116,121.39780555555556
2019,5,10,SJ,44.712,PELTIER ROAD,61000.0,13335,21.86,38.18930555555555,121.4045
2019,5,10,SJ,47.602,WALNUT GROVE ROAD,57700.0,13213,22.9,38.225944444444444,121.43050000000001
2019,5,3,SAC,0.018,SAN JOAQUIN/SACRAMENTO COUNTY LINE,57400.0,13971,24.34,38.254888888888885,121.44772222222223
2019,5,3,SAC,16.147,"SACRAMENTO, POCKET/MEADOWVIEW ROADS",114800.0,15165,13.21,38.48125,121.51044444444445
2019,5,3,SAC,22.565,"SACRAMENTO, JCT. RTE. 50",161500.0,15504,9.6,38.568361111111116,121.51072222222223
2019,5,3,SAC,23.799,"SACRAMENTO, I STREET",193600.0,18586,9.6,38.584722222222226,121.50272222222222
2019,5,3,SAC,26.722,"SACRAMENTO, JCT. RTE. 80",169900.0,16310,9.6,38.62502777777778,121.51702777777777
2019,5,3,SAC,26.722,"SACRAMENTO, JCT. RTE. 80",160700.0,12985,8.08,38.62502777777778,121.51702777777777
2019,5,3,SAC,29.907,"SACRAMENTO, JCT. RTE. 99 NORTH",127200.0,14692,11.55,38.66755555555555,121.54013888888889
2019,5,3,SAC,29.907,"SACRAMENTO, JCT. RTE. 99 NORTH",85900.0,9750,11.35,38.66755555555555,121.54013888888889
2019,5,3,SAC,32.734,"SACRAMENTO, AIRPORT BOULEVARD INTERCHANGE",59900.0,9506,15.87,38.671388888888885,121.59108333333333
2019,5,3,YOL,6.51,"WOODLAND, EAST MAIN STREET",50000.0,10390,20.78,38.67697222222222,121.74552777777778
2019,5,3,YOL,6.51,"WOODLAND, EAST MAIN STREET",28600.0,5943,20.78,38.67697222222222,121.74552777777778
2019,5,3,YOL,7.086,"WOODLAND, JCT. RTE. 113",38200.0,7560,19.79,38.68388888888889,121.75075
2019,5,3,YOL,22.61,JCT. RTE. 505 SOUTH,25000.0,6970,27.88,38.84769444444445,121.93986111111111
2019,5,3,YOL,22.61,JCT. RTE. 505 SOUTH,36300.0,10389,28.62,38.84769444444445,121.93986111111111
2019,5,3,COL,17.975,"WILLIAMS, E STREET",29600.0,7059,23.85,39.15680555555556,122.14422222222223
2019,5,3,COL,18.722,JCT. RTE. 20,30800.0,6742,21.89,39.166583333333335,122.15011111111112
2019,5,3,COL,18.722,JCT. RTE. 20,28700.0,7290,25.4,39.166583333333335,122.15011111111112
2019,5,3,GLE,9.872,"WILLOWS, JCT. RTE. 162",26000.0,7449,28.65,39.52422222222222,122.21491666666667
2019,5,3,GLE,9.872,"WILLOWS, JCT. RTE. 162",29000.0,8123,28.01,39.52422222222222,122.21491666666667
2019,5,3,GLE,10.877,COUNTY ROAD 48;N/O JCT RTE 162,29000.0,8293,28.6,39.538805555555555,122.21494444444444
2019,5,3,GLE,25.529,JCT. RTE. 32 EAST,29000.0,8288,28.58,39.75075,122.20566666666667
2019,5,3,GLE,25.529,JCT. RTE. 32 EAST,27400.0,8083,29.5,39.75075,122.20566666666667
2019,5,3,GLE,28.821,GLENN/TEHAMA COUNTY LINE,29000.0,7184,24.77,39.79811111111111,122.20102777777778
2019,5,2,TEH,0.0,GLENN/TEHAMA COUNTY LINE,29000.0,7184,24.77,39.79811111111111,122.20102777777778
2019,5,2,TEH,5.769,LIBERAL AVENUE,31500.0,7803,24.77,39.88163888888889,122.20027777777779
2019,5,2,TEH,7.486,SOUTH AVENUE,32500.0,7335,22.57,39.906527777777775,122.20033333333333
2019,5,2,TEH,8.975,CORNING ROAD,33000.0,7447,22.57,39.92811111111111,122.2003888888889
2019,5,2,TEH,10.969,FINNELL AVENUE,33000.0,7448,22.57,39.95702777777778,122.2003888888889
2019,5,2,TEH,13.965,GYLE ROAD,31500.0,7110,22.57,40.000166666666665,122.206
2019,5,2,TEH,19.781,FLORES AVENUE,32000.0,7222,22.57,40.08397222222222,122.21697222222222
2019,5,2,TEH,24.871,"RED BLUFF, SOUTH MAIN STREET",36000.0,7009,19.47,40.15763888888889,122.2235
2019,5,2,TEH,24.942,"RED BLUFF, DIAMOND AVENUE INTERCHANGE",39500.0,7691,19.47,40.15863888888889,122.22336111111112
2019,5,2,TEH,26.525,"RED BLUFF, JCT. RTE. 36",45000.0,7371,16.38,40.18061111111111,122.22527777777778
2019,5,2,TEH,28.377,NORTH RED BLUFF,45000.0,7372,16.38,40.20319444444445,122.24391666666666
2019,5,2,TEH,31.043,WILCOX ROAD,45500.0,7453,16.38,40.219277777777776,122.25147222222222
2019,5,2,TEH,32.236,JELLYS FERRY ROAD,43500.0,7125,16.38,40.23602777777778,122.25611111111111
2019,5,2,TEH,36.371,HOOKER CREEK ROAD,42500.0,6962,16.38,40.293055555555554,122.27886111111111
2019,5,2,TEH,38.716,SUNSET HILLS DRIVE,42500.0,6962,16.38,40.327000000000005,122.281
2019,5,2,TEH,41.525,BOWMAN ROAD,35000.0,5733,16.38,40.36763888888889,122.28394444444444
2019,5,2,TEH,42.115,TEHAMA/SHASTA COUNTY LINE,48500.0,7944,16.38,40.376194444444444,122.28455555555556
2019,5,2,SHA,0.0,TEHAMA/SHASTA COUNTY LINE,48500.0,7944,16.38,40.376194444444444,122.28455555555556
2019,5,2,SHA,0.909,FOURTH STREET,48500.0,7944,16.38,40.38933333333333,122.28508333333333
2019,5,2,SHA,1.907,NORTH COTTONWOOD,54000.0,8845,16.38,40.40325,122.28133333333334
2019,5,2,SHA,3.83,JCT. RTE. 273 NORTH,45500.0,5469,12.02,40.43116666666666,122.28486111111111
2019,5,2,SHA,4.289,"ANDERSON, DESCHUTES ROAD",55000.0,6611,12.02,40.43733333333333,122.28705555555555
2019,5,2,SHA,5.294,"ANDERSON, BALLS FERRY ROAD",46500.0,5589,12.02,40.4515,122.29144444444444
2019,5,2,SHA,5.64,"ANDERSON, NORTH STREET",56000.0,6731,12.02,40.455555555555556,122.29525
2019,5,2,SHA,6.743,RIVERSIDE AVENUE,57000.0,6851,12.02,40.46838888888889,122.30780555555555
2019,5,2,SHA,9.772,KNIGHTON ROAD,59000.0,7092,12.02,40.50555555555555,122.33825
2019,5,2,SHA,12.152,CHURN CREEK ROAD,63000.0,7572,12.02,40.53847222222222,122.35127777777777
2019,5,2,SHA,15.448,"REDDING, JCT. RTE. 44",61000.0,7082,11.61,40.58536111111111,122.36075
2019,5,2,SHA,17.322,"REDDING, JCT. RTE. 299",49000.0,6885,14.05,40.61230555555556,122.36347222222221
2019,5,2,SHA,18.068,"REDDING, TWINVIEW BOULEVARD",41000.0,6441,15.71,40.62277777777778,122.36677777777777
2019,5,2,SHA,18.481,"REDDING, JCT. RTE. 273",47500.0,6975,14.68,40.62863888888889,122.36861111111111
2019,5,2,SHA,19.402,"REDDING, OASIS ROAD",40000.0,6704,16.76,40.64161111111111,122.36508333333333
2019,5,2,SHA,20.995,PINE GROVE,34500.0,6593,19.11,40.663583333333335,122.35566666666666
2019,5,2,SHA,22.144,JCT. RTE. 151 WEST,24700.0,6407,25.94,40.679361111111106,122.34861111111111
2019,5,2,SHA,24.08,.8-MI. N/O MOUNTAIN GATE,22600.0,7527,33.31,40.70583333333334,122.33730555555555
2019,5,2,SHA,26.035,FAWNDALE,21700.0,6692,30.84,40.73097222222222,122.32022222222221
2019,5,2,SHA,27.632,BRIDGE BAY,21200.0,6763,31.9,40.75152777777778,122.32025
2019,5,2,SHA,29.315,TURNTABLE BAY ROAD,21100.0,6661,31.57,40.77325,122.31333333333333
2019,5,2,SHA,32.159,O' BRIEN,20700.0,6752,32.62,40.80880555555555,122.32280555555555
2019,5,2,SHA,36.825,GILMAN ROAD,20500.0,6738,32.87,40.84780555555556,122.33855555555554
2019,5,2,SHA,41.053,ANTLERS,19500.0,6663,34.17,40.89255555555555,122.38352777777779
2019,5,2,SHA,42.316,LAKEHEAD,19300.0,6603,34.21,40.91047222222222,122.3858888888889
2019,5,2,SHA,52.9,GIBSON,19100.0,6605,34.58,41.02033333333333,122.4003888888889
2019,5,2,SHA,57.41,SIMS ROAD,19100.0,6599,34.55,41.07166666666667,122.35819444444444
2019,5,2,SHA,59.35,FLUME CREEK,19100.0,6605,34.58,41.095333333333336,122.34558333333332
2019,5,2,SHA,60.508,CONANT ROAD,19100.0,6526,34.17,41.10772222222222,122.33155555555555
2019,5,2,SHA,61.745,SWEETBRIER AVENUE,19200.0,6559,34.16,41.123111111111115,122.32566666666666
2019,5,2,SHA,63.583,CASTELLA,19400.0,6555,33.79,41.14833333333333,122.31611111111111
2019,5,2,SHA,65.413,SODA CREEK ROAD,19600.0,6625,33.8,41.16247222222222,122.29733333333333
2019,5,2,SHA,66.842,CASTLE CRAGS DRIVE,20100.0,6719,33.43,41.181805555555556,122.29086111111111
2019,5,2,SHA,67.019,SHASTA/SISKIYOU COUNTY  LINE,20100.0,6719,33.43,41.184,122.28916666666666
2019,5,2,SIS,0.0,SHASTA/SISKIYOU COUNTY  LINE,20100.0,6719,33.43,41.184,122.28916666666666
2019,5,2,SIS,0.685,SOUTH DUNSMUIR,19400.0,6870,35.41,41.19327777777777,122.28455555555556
2019,5,2,SIS,2.514,CENTRAL DUNSMUIR,21300.0,7136,33.5,41.21772222222222,122.27455555555555
2019,5,2,SIS,3.841,"DUNSMUIR, DUNSMUIR AVENUE",21900.0,7192,32.84,41.23538888888889,122.26969444444444
2019,5,2,SIS,5.899,MOTT ROAD,22400.0,7237,32.31,41.257555555555555,122.27061111111111
2019,5,2,SIS,8.475,JCT. RTE. 89,21100.0,7009,33.22,41.285,122.30230555555555
2019,5,2,SIS,10.485,"MOUNT SHASTA, LAKE STREET",22300.0,6864,30.78,41.310111111111105,122.32033333333332
2019,5,2,SIS,11.17,.2-MI. N/O LASSEN AVENUE,22300.0,6617,29.67,41.31933333333334,122.32538888888888
2019,5,2,SIS,12.062,NORTH MOUNT SHASTA,25500.0,6809,26.7,41.331361111111114,122.332
2019,5,2,SIS,13.184,ABRAMS LAKE ROAD,25300.0,6755,26.7,41.34425,122.34472222222222
2019,5,2,SIS,15.339,DEETZ ROAD,25500.0,6809,26.7,41.36808333333333,122.37041666666666
2019,5,2,SIS,17.441,SOUTH WEED,23300.0,6221,26.7,41.39613888888889,122.38022222222222
2019,5,2,SIS,19.07,JCT. RTE. 97 NORTH,16500.0,4797,29.07,41.418194444444445,122.38366666666667
2019,5,2,SIS,19.856,JCT. RTE. 265,17200.0,5000,29.07,41.423138888888886,122.39658333333334
2019,5,2,SIS,22.999,EDGEWOOD,16500.0,4797,29.07,41.441916666666664,122.43530555555556
2019,5,2,SIS,31.178,LOUIE ROAD,16600.0,4826,29.07,41.552249999999994,122.48541666666667
2019,5,2,SIS,38.207,GRENADA,18600.0,5407,29.07,41.646027777777775,122.53552777777777
2019,5,2,SIS,42.508,KILLGORE HILLS ROAD,18900.0,5334,28.22,41.66769444444444,122.61044444444444
2019,5,2,SIS,45.62,SOUTH YREKA,18300.0,5164,28.22,41.70375,122.64311111111111
2019,5,2,SIS,47.563,"YREKA, MINER STREET",17200.0,4854,28.22,41.73077777777778,122.63319444444444
2019,5,2,SIS,48.239,"YREKA, JCT. RTE. 3",15900.0,4935,31.04,41.739694444444446,122.62805555555555
2019,5,2,SIS,58.326,JCT. RTE. 96 WEST,15100.0,4687,31.04,41.858111111111114,122.57119444444444
2019,5,2,SIS,61.553,HENLEY WAY,16300.0,5060,31.04,41.900888888888886,122.56633333333333
2019,5,2,SIS,62.921,DITCH CREEK ROAD,16300.0,5325,32.67,41.91963888888888,122.57461111111111
2019,5,2,SIS,65.517,BAILEY HILL ROAD RT,16400.0,5413,33.01,41.95455555555556,122.5923611111111
2019,5,2,SIS,68.328,HILT ROAD,16700.0,5513,33.01,41.99272222222222,122.6098611111111
2019,5,2,SIS,69.293,OREGON STATE LINE,16700.0,5513,33.01,42.005472222222224,122.61566666666666
