year,RTE,DIST,CNTY,POSTMILE,DESCRIPTION,VEHICLE_AADT_TOTAL,TOT_TRK_AADT,TRK_PERCENT_TOT,Latitude,Longitude
2021,5,7,LA,55.48,"SANTA CLARITA, NORTH JCT. RTE. 126, HENRY MAYO DRIVE INTERCHANGE",111000,17416,15.69,34.44433333333333,-118.60783333333333
2021,5,7,LA,56.602,HASLEY CANYON ROAD INTERCHANGE,108000,17496,16.2,34.456,-118.61616666666666
2021,5,7,LA,81.487,"SOUTH JCT. RTE. 138, ROUTE 138 FREEWAY INTERCHANGE",66000,16467,24.95,34.75827777777778,-118.79613888888889
2021,5,7,LA,82.103,"NORTH JCT. RTE. 138, ROUTE 138 FREEWAY INTERCHANGE",68000,15830,23.28,34.766666666666666,-118.80008333333333
2021,5,7,LA,88.605,LOS ANGELES/KERN COUNTY LINE,79000,23139,29.29,34.81783333333334,-118.88191666666665
2021,5,6,KER,0.0,LOS ANGELES/KERN COUNTY LINE,79000,23139,29.29,34.81783333333334,-118.88191666666665
2021,5,6,KER,15.858,JCT. RTE. 99 NORTH,89000,21752,24.44,35.01852777777778,-118.95772222222223
2021,5,6,KER,15.858,JCT. RTE. 99 NORTH,40000,10668,26.67,35.01852777777778,-118.95772222222223
2021,5,6,KER,19.612,JCT. RTE. 166,38000,10442,27.48,35.05936111111111,-118.99894444444445
2021,5,6,KER,38.793,JCT. RTE. 119,38500,10268,26.67,35.26711111111111,-119.22430555555556
2021,5,6,KER,38.793,JCT. RTE. 119,39000,11415,29.27,35.26711111111111,-119.22430555555556
2021,5,6,KER,41.193,JCT. RTE. 43,39000,11415,29.27,35.29355555555556,-119.2525
2021,5,6,KER,41.193,JCT. RTE. 43,39500,11807,29.89,35.29355555555556,-119.2525
2021,5,6,KER,47.546,STOCKDALE ROAD,40000,11152,27.88,35.35497222222222,-119.33572222222222
2021,5,6,KER,52.145,JCT. RTE. 58,40000,12052,30.13,35.398916666666665,-119.39708333333334
2021,5,6,KER,52.145,JCT. RTE. 58,41500,12633,30.44,35.398916666666665,-119.39708333333334
2021,5,6,KER,73.017,JCT. RTE. 46,44000,14881,33.82,35.61627777777778,-119.65305555555557
2021,5,6,KER,73.017,JCT. RTE. 46,39000,13081,33.54,35.61627777777778,-119.65305555555557
2021,5,6,KIN,16.595,JCT. RTE. 41,38500,13317,34.59,35.981833333333334,-119.96025
2021,5,6,KIN,16.595,JCT. RTE. 41,40000,12600,31.5,35.981833333333334,-119.96025
2021,5,6,FRE,14.873,JCT. RTE. 198,40000,13768,34.42,36.25436111111111,-120.24380555555555
2021,5,6,FRE,14.873,JCT. RTE. 198,42000,12487,29.73,36.25436111111111,-120.24380555555555
2021,5,6,FRE,17.964,"JCT. RTE. 33 SOUTH, JCT. RTE. 145 NORTH",42000,11353,27.03,36.29441666666666,-120.26905555555555
2021,5,6,FRE,17.964,"JCT. RTE. 33 SOUTH, JCT. RTE. 145 NORTH",41000,11287,27.53,36.29441666666666,-120.26905555555555
2021,5,6,FRE,48.99,PANOCHE ROAD,41500,12330,29.71,36.63952777777778,-120.6226111111111
2021,5,10,MER,6.28,JCT. RTE. 165 NORTH,30000,8556,28.52,36.930388888888885,-120.84038888888888
2021,5,10,MER,6.28,JCT. RTE. 165 NORTH,41500,11836,28.52,36.930388888888885,-120.84038888888888
2021,5,10,MER,17.578,JCT. RTE. 152,36000,11902,33.06,37.05669444444444,-120.9696111111111
2021,5,10,MER,21.839,JCT. RTE. 33,43000,12973,30.17,37.10655555555556,-121.01577777777777
2021,5,10,MER,23.6,NORTH OF ROUTE 33 @ SANTA NELLA TRUCK SCALES,43000,11838,27.53,37.128750000000004,-121.03125
2021,5,10,MER,32.391,JCT. RTE. 140 EAST,42500,10540,24.8,37.245194444444444,-121.08847222222222
2021,5,10,SJ,0.68,JCT. RTE. 580 WEST,24000,5952,24.8,37.597833333333334,-121.34261111111111
2021,5,10,SJ,0.68,JCT. RTE. 580 WEST,22700,5630,24.8,37.597833333333334,-121.34261111111111
2021,5,10,SJ,3.444,JCT. RTE. 132,31500,7812,24.8,37.63780555555555,-121.34291666666667
2021,5,10,SJ,6.467,JCT. RTE. 33 SOUTH,27500,9776,35.55,37.68158333333333,-121.3431111111111
2021,5,10,SJ,11.801,OLD ROUTE 50; 11TH STREET,24900,8205,32.95,37.75875,-121.34280555555556
2021,5,10,SJ,12.623,JCT. RTE. 205 WEST,152000,40128,26.4,37.76705555555556,-121.33225
2021,5,10,SJ,14.834,JCT. RTE. 120 EAST,110000,28490,25.9,37.78861111111111,-121.30236111111111
2021,5,10,SJ,20.951,FRENCH CAMP OVERCROSSING,103000,26265,25.5,37.87466666666667,-121.278
2021,5,10,SJ,20.951,FRENCH CAMP OVERCROSSING,107000,26750,25.0,37.87466666666667,-121.278
2021,5,10,SJ,25.365,"STOCKTON, JCT. RTE. 4",152000,37240,24.5,37.93683333333333,-121.29741666666666
2021,5,10,SJ,25.365,"STOCKTON, JCT. RTE. 4",132000,31680,24.0,37.93683333333333,-121.29741666666666
2021,5,10,SJ,26.185,"STOCKTON, JCT. RTE. 4",130000,30550,23.5,37.948388888888886,-121.30058333333334
2021,5,10,SJ,29.99,"STOCKTON, MARCH LANE",106000,24380,23.0,37.98447222222222,-121.34322222222222
2021,5,10,SJ,32.664,"STOCKTON, HAMMER LANE",73000,16498,22.6,38.02119444444445,-121.35858333333333
2021,5,10,SJ,39.573,JCT. RTE. 12,74000,12129,16.39,38.116,-121.39780555555556
2021,5,10,SJ,39.573,JCT. RTE. 12,66000,13497,20.45,38.116,-121.39780555555556
2021,5,10,SJ,44.712,PELTIER ROAD,54000,14396,26.66,38.18930555555555,-121.4045
2021,5,10,SJ,47.602,WALNUT GROVE ROAD,61000,13969,22.9,38.225944444444444,-121.43050000000001
2021,5,3,SAC,0.018,SAN JOAQUIN/SACRAMENTO COUNTY LINE,52000,12657,24.34,38.254888888888885,-121.44772222222223
2021,5,3,SAC,16.147,"SACRAMENTO, POCKET/MEADOWVIEW ROADS",95000,12550,13.21,38.48125,-121.51044444444445
2021,5,3,SAC,22.565,"SACRAMENTO, JCT. RTE. 50",147000,14112,9.6,38.568361111111116,-121.51072222222223
2021,5,3,SAC,23.799,"SACRAMENTO, I STREET",176000,16896,9.6,38.584722222222226,-121.50272222222222
2021,5,3,SAC,26.722,"SACRAMENTO, JCT. RTE. 80",165000,15840,9.6,38.62502777777778,-121.51702777777777
2021,5,3,SAC,26.722,"SACRAMENTO, JCT. RTE. 80",156000,12605,8.08,38.62502777777778,-121.51702777777777
2021,5,3,SAC,29.907,"SACRAMENTO, JCT. RTE. 99 NORTH",122000,14091,11.55,38.66755555555555,-121.54013888888889
2021,5,3,SAC,29.907,"SACRAMENTO, JCT. RTE. 99 NORTH",77000,8740,11.35,38.66755555555555,-121.54013888888889
2021,5,3,SAC,32.734,"SACRAMENTO, AIRPORT BOULEVARD INTERCHANGE",52000,12038,23.15,38.671388888888885,-121.59108333333333
2021,5,3,YOL,6.51,"WOODLAND, EAST MAIN STREET",48000,9974,20.78,38.67697222222222,-121.74552777777778
2021,5,3,YOL,6.51,"WOODLAND, EAST MAIN STREET",29500,6130,20.78,38.67697222222222,-121.74552777777778
2021,5,3,YOL,7.086,"WOODLAND, JCT. RTE. 113",37000,8221,22.22,38.68388888888889,-121.75075
2021,5,3,YOL,22.61,JCT. RTE. 505 SOUTH,26000,7249,27.88,38.84769444444445,-121.93986111111111
2021,5,3,YOL,22.61,JCT. RTE. 505 SOUTH,37000,10589,28.62,38.84769444444445,-121.93986111111111
2021,5,3,COL,17.975,"WILLIAMS, E STREET",32000,7632,23.85,39.15680555555556,-122.14422222222223
2021,5,3,COL,18.722,JCT. RTE. 20,29500,7493,25.4,39.166583333333335,-122.15011111111112
2021,5,3,COL,18.722,JCT. RTE. 20,31500,6895,21.89,39.166583333333335,-122.15011111111112
2021,5,3,GLE,9.872,"WILLOWS, JCT. RTE. 162",25500,7306,28.65,39.52422222222222,-122.21491666666667
2021,5,3,GLE,9.872,"WILLOWS, JCT. RTE. 162",26000,7283,28.01,39.52422222222222,-122.21491666666667
2021,5,3,GLE,10.877,COUNTY ROAD 48;N/O JCT RTE 162,26000,9043,34.78,39.538805555555555,-122.21494444444444
2021,5,3,GLE,25.529,JCT. RTE. 32 EAST,26000,7431,28.58,39.75075,-122.20566666666667
2021,5,3,GLE,25.529,JCT. RTE. 32 EAST,28500,8408,29.5,39.75075,-122.20566666666667
2021,5,3,GLE,28.821,GLENN/TEHAMA COUNTY LINE,29500,7166,24.29,39.79811111111111,-122.20102777777778
2021,5,2,TEH,0.0,GLENN/TEHAMA COUNTY LINE,29500,7166,24.29,39.79811111111111,-122.20102777777778
2021,5,2,TEH,5.769,LIBERAL AVENUE,32000,7024,21.95,39.88163888888889,-122.20027777777779
2021,5,2,TEH,7.486,SOUTH AVENUE,33000,7244,21.95,39.906527777777775,-122.20033333333333
2021,5,2,TEH,8.975,CORNING ROAD,33000,7244,21.95,39.92811111111111,-122.2003888888889
2021,5,2,TEH,10.969,FINNELL AVENUE,33500,7357,21.96,39.95702777777778,-122.2003888888889
2021,5,2,TEH,13.965,GYLE ROAD,31500,6914,21.95,40.000166666666665,-122.206
2021,5,2,TEH,19.781,FLORES AVENUE,32000,7024,21.95,40.08397222222222,-122.21697222222222
2021,5,2,TEH,24.871,"RED BLUFF, SOUTH MAIN STREET",36000,7124,19.79,40.15763888888889,-122.2235
2021,5,2,TEH,24.942,"RED BLUFF, DIAMOND AVENUE INTERCHANGE",39000,7718,19.79,40.15863888888889,-122.22336111111112
2021,5,2,TEH,26.525,"RED BLUFF, JCT. RTE. 36",45000,7938,17.64,40.18061111111111,-122.22527777777778
2021,5,2,TEH,28.377,NORTH RED BLUFF,45000,7938,17.64,40.20319444444445,-122.24391666666666
2021,5,2,TEH,31.043,WILCOX ROAD,45500,7935,17.44,40.219277777777776,-122.25147222222222
2021,5,2,TEH,32.236,JELLYS FERRY ROAD,43000,7938,18.46,40.23602777777778,-122.25611111111111
2021,5,2,TEH,36.371,HOOKER CREEK ROAD,42000,7795,18.56,40.293055555555554,-122.27886111111111
2021,5,2,TEH,38.716,SUNSET HILLS DRIVE,42000,7795,18.56,40.327000000000005,-122.281
2021,5,2,TEH,41.525,BOWMAN ROAD,42000,7749,18.45,40.36763888888889,-122.28394444444444
2021,5,2,TEH,42.115,TEHAMA/SHASTA COUNTY LINE,48500,8313,17.14,40.376194444444444,-122.28455555555556
2021,5,2,SHA,0.0,TEHAMA/SHASTA COUNTY LINE,48500,8313,17.14,40.376194444444444,-122.28455555555556
2021,5,2,SHA,0.909,FOURTH STREET,49500,8316,16.8,40.38933333333333,-122.28508333333333
2021,5,2,SHA,1.907,NORTH COTTONWOOD,55000,8410,15.29,40.40325,-122.28133333333334
2021,5,2,SHA,3.83,JCT. RTE. 273 NORTH,46500,8412,18.09,40.43116666666666,-122.28486111111111
2021,5,2,SHA,4.289,"ANDERSON, DESCHUTES ROAD",56000,8602,15.36,40.43733333333333,-122.28705555555555
2021,5,2,SHA,5.294,"ANDERSON, BALLS FERRY ROAD",47000,6876,14.63,40.4515,-122.29144444444444
2021,5,2,SHA,5.64,"ANDERSON, NORTH STREET",56000,8198,14.64,40.455555555555556,-122.29525
2021,5,2,SHA,6.743,RIVERSIDE AVENUE,57000,8345,14.64,40.46838888888889,-122.30780555555555
2021,5,2,SHA,9.772,KNIGHTON ROAD,59000,8638,14.64,40.50555555555555,-122.33825
2021,5,2,SHA,12.152,CHURN CREEK ROAD,62000,9077,14.64,40.53847222222222,-122.35127777777777
2021,5,2,SHA,15.448,"REDDING, JCT. RTE. 44",60000,8424,14.04,40.58536111111111,-122.36075
2021,5,2,SHA,17.322,"REDDING, JCT. RTE. 299",47000,7985,16.99,40.61230555555556,-122.36347222222221
2021,5,2,SHA,18.068,"REDDING, TWIN VIEW BOULEVARD",38500,7311,18.99,40.62277777777778,-122.36677777777777
2021,5,2,SHA,18.481,"REDDING, JCT. RTE. 273",45000,7943,17.65,40.62863888888889,-122.36861111111111
2021,5,2,SHA,19.402,"REDDING, OASIS ROAD",37500,8145,21.72,40.64161111111111,-122.36508333333333
2021,5,2,SHA,20.995,PINE GROVE,33000,8026,24.32,40.663583333333335,-122.35566666666666
2021,5,2,SHA,22.144,JCT. RTE. 151 WEST,24700,8025,32.49,40.679361111111106,-122.34861111111111
2021,5,2,SHA,24.08,.8-MI. N/O MOUNTAIN GATE,23300,8346,35.82,40.70583333333334,-122.33730555555555
2021,5,2,SHA,24.082,MOUNTAIN GATE,23300,8346,35.82,40.70586111111111,-122.33727777777777
2021,5,2,SHA,26.035,FAWNDALE,22500,8055,35.8,40.73097222222222,-122.32022222222221
2021,5,2,SHA,27.632,BRIDGE BAY,22000,8012,36.42,40.75152777777778,-122.32025
2021,5,2,SHA,29.315,TURNTABLE BAY ROAD,11000,3988,36.25,40.77325,-122.31333333333333
2021,5,2,SHA,32.159,O' BRIEN,10600,3967,37.42,40.80880555555555,-122.32280555555555
2021,5,2,SHA,36.825,GILMAN ROAD,20800,7996,38.44,40.84780555555556,-122.33855555555554
2021,5,2,SHA,41.053,ANTLERS,19900,7954,39.97,40.89255555555555,-122.38352777777779
2021,5,2,SHA,42.316,LAKEHEAD,19700,7915,40.18,40.91047222222222,-122.3858888888889
2021,5,2,SHA,52.9,GIBSON,19500,7899,40.51,41.02033333333333,-122.4003888888889
2021,5,2,SHA,57.41,SIMS ROAD,19400,7892,40.68,41.07166666666667,-122.35819444444444
2021,5,2,SHA,59.35,FLUME CREEK,19500,7884,40.43,41.095333333333336,-122.34558333333332
2021,5,2,SHA,60.508,CONANT ROAD,19500,7874,40.38,41.10772222222222,-122.33155555555555
2021,5,2,SHA,61.745,SWEETBRIER AVENUE,19600,7867,40.14,41.123111111111115,-122.32566666666666
2021,5,2,SHA,63.583,CASTELLA,19900,7861,39.5,41.14833333333333,-122.31611111111111
2021,5,2,SHA,65.413,SODA CREEK ROAD,20200,7852,38.87,41.16247222222222,-122.29733333333333
2021,5,2,SHA,66.842,CASTLE CRAGS DRIVE,20700,7843,37.89,41.181805555555556,-122.29086111111111
2021,5,2,SHA,67.019,SHASTA/SISKIYOU COUNTY  LINE,20700,7829,37.82,41.184,-122.28916666666666
2021,5,2,SIS,0.0,SHASTA/SISKIYOU COUNTY  LINE,20700,7829,37.82,41.184,-122.28916666666666
2021,5,2,SIS,0.685,SOUTH DUNSMUIR,20100,7899,39.3,41.19327777777777,-122.28455555555556
2021,5,2,SIS,2.514,CENTRAL DUNSMUIR,21700,7938,36.58,41.21772222222222,-122.27455555555555
2021,5,2,SIS,3.841,"DUNSMUIR, DUNSMUIR AVENUE",22400,7977,35.61,41.23538888888889,-122.26969444444444
2021,5,2,SIS,5.899,MOTT ROAD,22700,8018,35.32,41.257555555555555,-122.27061111111111
2021,5,2,SIS,8.475,JCT. RTE. 89,22600,8057,35.65,41.285,-122.30230555555555
2021,5,2,SIS,10.485,"MOUNT SHASTA, LAKE STREET",23400,8391,35.86,41.310111111111105,-122.32033333333332
2021,5,2,SIS,11.17,.2-MI. N/O LASSEN AVENUE,23400,8391,35.86,41.31933333333334,-122.32538888888888
2021,5,2,SIS,12.062,NORTH MOUNT SHASTA,26500,8255,31.15,41.331361111111114,-122.332
2021,5,2,SIS,13.184,ABRAMS LAKE ROAD,12800,3987,31.15,41.34425,-122.34472222222222
2021,5,2,SIS,15.339,DEETZ ROAD,26000,8099,31.15,41.36808333333333,-122.37041666666666
2021,5,2,SIS,17.441,SOUTH WEED,24000,7476,31.15,41.39613888888889,-122.38022222222222
2021,5,2,SIS,19.07,JCT. RTE. 97 NORTH,16400,6357,38.76,41.418194444444445,-122.38366666666667
2021,5,2,SIS,19.856,JCT. RTE. 265,17300,5787,33.45,41.423138888888886,-122.39658333333334
2021,5,2,SIS,22.999,EDGEWOOD,16600,5629,33.91,41.441916666666664,-122.43530555555556
2021,5,2,SIS,31.178,LOUIE ROAD,16700,5663,33.91,41.552249999999994,-122.48541666666667
2021,5,2,SIS,38.207,GRENADA,19200,5710,29.74,41.646027777777775,-122.53552777777777
2021,5,2,SIS,42.508,KILLGORE HILLS ROAD,19500,5719,29.33,41.66769444444444,-122.61044444444444
2021,5,2,SIS,45.62,SOUTH YREKA,18900,5704,30.18,41.70375,-122.64311111111111
2021,5,2,SIS,47.563,"YREKA, MINER STREET",18000,5737,31.87,41.73077777777778,-122.63319444444444
2021,5,2,SIS,48.239,"YREKA, JCT. RTE. 3",17000,6025,35.44,41.739694444444446,-122.62805555555555
2021,5,2,SIS,58.326,JCT. RTE. 96 WEST,7950,1370,17.23,41.858111111111114,-122.57119444444444
2021,5,2,SIS,61.553,HENLEY WAY,17200,2939,17.09,41.900888888888886,-122.56633333333333
2021,5,2,SIS,62.921,DITCH CREEK ROAD,17200,2938,17.08,41.91963888888888,-122.57461111111111
2021,5,2,SIS,65.517,BAILEY HILL ROAD RT,8650,1477,17.08,41.95455555555556,-122.5923611111111
2021,5,2,SIS,68.328,HILT ROAD,17700,2903,16.4,41.99272222222222,-122.6098611111111
2021,5,2,SIS,69.293,OREGON STATE LINE,17700,2903,16.4,42.005472222222224,-122.61566666666666
