year,RTE,DIST,CNTY,POSTMILE,DESCRIPTION,VEHICLE_AADT_TOTAL,TRUCK_AADT_TOTAL,TRK_PERCENT_TOT,Latitude,Longitude
2020,5,7,LA,20.444,"LOS ANGELES, JCT. RTE. 110, PASADENA FREEWAY",265000,13277,5.01,34.08186111111112,-118.22375
2020,5,7,LA,22.548,"LOS ANGELES, JCT. RTE. 2, GLENDALE FREEWAY",261000,13311,5.1,34.10261111111111,-118.24991666666666
2020,5,7,LA,22.548,"LOS ANGELES, JCT. RTE. 2, GLENDALE FREEWAY",219000,14585,6.66,34.10261111111111,-118.24991666666666
2020,5,7,LA,25.781,"LOS ANGELES, COLORADO BOULEVARD EXTENSION INTERCHANGE",232000,14570,6.28,34.14086111111111,-118.27755555555555
2020,5,7,LA,27.08,"LOS ANGELES, JCT. RTE. 134, VENTURA FREEWAY",242000,14907,6.16,34.15544444444444,-118.28911111111111
2020,5,7,LA,27.08,"LOS ANGELES, JCT. RTE. 134, VENTURA FREEWAY",222000,15473,6.97,34.15544444444444,-118.28911111111111
2020,5,7,LA,36.358,"LOS ANGELES, JCT. RTE. 170, HOLLYWOOD FREEWAY",182000,11593,6.37,34.233361111111115,-118.40972222222223
2020,5,7,LA,36.358,"LOS ANGELES, JCT. RTE. 170, HOLLYWOOD FREEWAY",274000,20386,7.44,34.233361111111115,-118.40972222222223
2020,5,7,LA,39.361,"LOS ANGELES, JCT. RTE. 118, RONALD REAGAN FREEWAY",271000,21057,7.77,34.26672222222222,-118.44336111111112
2020,5,7,LA,41.0,S/O JCT RTE 405;N/O RINALDI ST,174000,5255,3.02,34.28563888888889,-118.46052777777778
2020,5,7,LA,41.597,"LOS ANGELES, JCT. RTE. 405, SAN DIEGO FREEWAY",175000,6440,3.68,34.29161111111111,-118.468
2020,5,7,LA,41.597,"LOS ANGELES, JCT. RTE. 405, SAN DIEGO FREEWAY",285000,17471,6.13,34.29161111111111,-118.468
2020,5,7,LA,44.014,"LOS ANGELES, JCT. RTE. 210, FOOTHILL FREEWAY",268000,21065,7.86,34.29161111111111,-118.468
2020,5,7,LA,45.584,"JCT. RTE. 14, ANTELOPE VALLEY FREEWAY",193000,18760,9.72,34.29161111111111,-118.468
2020,5,7,LA,53.565,"SANTA CLARITA, SOUTH JCT. RTE. 126, MAGIC MOUNTAIN PARKWAY INTERCHANGE",149000,18774,12.6,34.423138888888886,-118.58347222222221
2020,5,7,LA,55.48,"SANTA CLARITA, NORTH JCT. RTE. 126, HENRY MAYO DRIVE INTERCHANGE",127000,18707,14.73,34.44433333333333,-118.60783333333333
2020,5,7,LA,55.48,"SANTA CLARITA, NORTH JCT. RTE. 126, HENRY MAYO DRIVE INTERCHANGE",111000,17416,15.69,34.44433333333333,-118.60783333333333
2020,5,7,LA,56.602,HASLEY CANYON ROAD INTERCHANGE,108000,17496,16.2,34.456,-118.61616666666666
2020,5,7,LA,81.487,"SOUTH JCT. RTE. 138, ROUTE 138 FREEWAY INTERCHANGE",66000,16467,24.95,34.75827777777778,-118.79613888888889
2020,5,7,LA,82.103,"NORTH JCT. RTE. 138, ROUTE 138 FREEWAY INTERCHANGE",68000,15830,23.28,34.766666666666666,-118.80008333333333
2020,5,7,LA,88.605,LOS ANGELES/KERN COUNTY LINE,79000,22002,27.85,34.81783333333334,-118.88191666666665
2020,5,6,KER,0.0,LOS ANGELES/KERN COUNTY LINE,79000,22002,27.85,34.81783333333334,-118.88191666666665
2020,5,6,KER,15.858,JCT. RTE. 99 NORTH,18200,2745,15.08,35.01852777777778,-118.95772222222223
2020,5,6,KER,15.858,JCT. RTE. 99 NORTH,18200,4819,26.48,35.01852777777778,-118.95772222222223
2020,5,6,KER,19.612,JCT. RTE. 166,36500,9224,25.27,35.05936111111111,-118.99894444444445
2020,5,6,KER,38.793,JCT. RTE. 119,37500,9596,25.59,35.26711111111111,-119.22430555555556
2020,5,6,KER,38.793,JCT. RTE. 119,38500,10010,26.0,35.26711111111111,-119.22430555555556
2020,5,6,KER,41.193,JCT. RTE. 43,38500,10010,26.0,35.29355555555556,-119.2525
2020,5,6,KER,41.193,JCT. RTE. 43,38000,9120,24.0,35.29355555555556,-119.2525
2020,5,6,KER,47.546,STOCKDALE ROAD,37000,10961,29.62,35.35497222222222,-119.33572222222222
2020,5,6,KER,52.145,JCT. RTE. 58,37000,8173,22.09,35.398916666666665,-119.39708333333334
2020,5,6,KER,52.145,JCT. RTE. 58,36000,9000,25.0,35.398916666666665,-119.39708333333334
2020,5,6,KER,73.017,JCT. RTE. 46,37500,9375,25.0,35.61627777777778,-119.65305555555557
2020,5,6,KER,73.017,JCT. RTE. 46,33500,8375,25.0,35.61627777777778,-119.65305555555557
2020,5,6,KIN,16.595,JCT. RTE. 41,34000,10150,29.85,35.981833333333334,-119.96025
2020,5,6,KIN,16.595,JCT. RTE. 41,34500,10277,29.79,35.981833333333334,-119.96025
2020,5,6,FRE,14.873,JCT. RTE. 198,35000,10206,29.16,36.25436111111111,-120.24380555555555
2020,5,6,FRE,14.873,JCT. RTE. 198,37000,10000,27.03,36.25436111111111,-120.24380555555555
2020,5,6,FRE,17.964,"JCT. RTE. 33 SOUTH, JCT. RTE. 145 NORTH",37000,10000,27.03,36.29441666666666,-120.26905555555555
2020,5,6,FRE,17.964,"JCT. RTE. 33 SOUTH, JCT. RTE. 145 NORTH",36000,9664,26.84,36.29441666666666,-120.26905555555555
2020,5,6,FRE,48.99,PANOCHE ROAD,36000,10804,30.01,36.63952777777778,-120.6226111111111
2020,5,10,MER,6.28,JCT. RTE. 165 NORTH,30000,8556,28.52,36.930388888888885,-120.84038888888888
2020,5,10,MER,6.28,JCT. RTE. 165 NORTH,41500,11836,28.52,36.930388888888885,-120.84038888888888
2020,5,10,MER,17.578,JCT. RTE. 152,34600,11852,34.25,37.05669444444444,-120.9696111111111
2020,5,10,MER,21.839,JCT. RTE. 33,43000,12973,30.17,37.10655555555556,-121.01577777777777
2020,5,10,MER,23.6,NORTH OF ROUTE 33 @ SANTA NELLA TRUCK SCALES,43000,11838,27.53,37.128750000000004,-121.03125
2020,5,10,MER,32.391,JCT. RTE. 140 EAST,42300,10490,24.8,37.245194444444444,-121.08847222222222
2020,5,10,SJ,0.68,JCT. RTE. 580 WEST,24000,5952,24.8,37.597833333333334,-121.34261111111111
2020,5,10,SJ,0.68,JCT. RTE. 580 WEST,22700,5630,24.8,37.597833333333334,-121.34261111111111
2020,5,10,SJ,3.444,JCT. RTE. 132,31400,7787,24.8,37.63780555555555,-121.34291666666667
2020,5,10,SJ,6.467,JCT. RTE. 33 SOUTH,27500,9776,35.55,37.68158333333333,-121.3431111111111
2020,5,10,SJ,11.801,OLD ROUTE 50; 11TH STREET,24900,8205,32.95,37.75875,-121.34280555555556
2020,5,10,SJ,12.623,JCT. RTE. 205 WEST,152000,40128,26.4,37.76705555555556,-121.33225
2020,5,10,SJ,14.834,JCT. RTE. 120 EAST,109500,28361,25.9,37.78861111111111,-121.30236111111111
2020,5,10,SJ,20.951,FRENCH CAMP OVERCROSSING,103000,26265,25.5,37.87466666666667,-121.278
2020,5,10,SJ,20.951,FRENCH CAMP OVERCROSSING,107000,26750,25.0,37.87466666666667,-121.278
2020,5,10,SJ,25.365,"STOCKTON, JCT. RTE. 4",152000,37240,24.5,37.93683333333333,-121.29741666666666
2020,5,10,SJ,25.365,"STOCKTON, JCT. RTE. 4",132000,31680,24.0,37.93683333333333,-121.29741666666666
2020,5,10,SJ,26.185,"STOCKTON, JCT. RTE. 4",130000,30550,23.5,37.948388888888886,-121.30058333333334
2020,5,10,SJ,29.99,"STOCKTON, MARCH LANE",106000,24380,23.0,37.98447222222222,-121.34322222222222
2020,5,10,SJ,32.664,"STOCKTON, HAMMER LANE",73000,16498,22.6,38.02119444444445,-121.35858333333333
2020,5,10,SJ,39.573,JCT. RTE. 12,68500,11227,16.39,38.116,-121.39780555555556
2020,5,10,SJ,39.573,JCT. RTE. 12,66000,13497,20.45,38.116,-121.39780555555556
2020,5,10,SJ,44.712,PELTIER ROAD,54300,14477,26.66,38.18930555555555,-121.4045
2020,5,10,SJ,47.602,WALNUT GROVE ROAD,57700,13213,22.9,38.225944444444444,-121.43050000000001
2020,5,3,SAC,0.018,SAN JOAQUIN/SACRAMENTO COUNTY LINE,48000,11683,24.34,38.254888888888885,-121.44772222222223
2020,5,3,SAC,16.147,"SACRAMENTO, POCKET/MEADOWVIEW ROADS",95000,12550,13.21,38.48125,-121.51044444444445
2020,5,3,SAC,22.565,"SACRAMENTO, JCT. RTE. 50",147000,14112,9.6,38.568361111111116,-121.51072222222223
2020,5,3,SAC,23.799,"SACRAMENTO, I STREET",176000,16896,9.6,38.584722222222226,-121.50272222222222
2020,5,3,SAC,26.722,"SACRAMENTO, JCT. RTE. 80",165000,15840,9.6,38.62502777777778,-121.51702777777777
2020,5,3,SAC,26.722,"SACRAMENTO, JCT. RTE. 80",156000,12605,8.08,38.62502777777778,-121.51702777777777
2020,5,3,SAC,29.907,"SACRAMENTO, JCT. RTE. 99 NORTH",122000,14091,11.55,38.66755555555555,-121.54013888888889
2020,5,3,SAC,29.907,"SACRAMENTO, JCT. RTE. 99 NORTH",77000,8740,11.35,38.66755555555555,-121.54013888888889
2020,5,3,SAC,32.734,"SACRAMENTO, AIRPORT BOULEVARD INTERCHANGE",52000,11504,22.12,38.671388888888885,-121.59108333333333
2020,5,3,YOL,6.51,"WOODLAND, EAST MAIN STREET",48000,9974,20.78,38.67697222222222,-121.74552777777778
2020,5,3,YOL,6.51,"WOODLAND, EAST MAIN STREET",29500,6130,20.78,38.67697222222222,-121.74552777777778
2020,5,3,YOL,7.086,"WOODLAND, JCT. RTE. 113",37000,7760,20.97,38.68388888888889,-121.75075
2020,5,3,YOL,22.61,JCT. RTE. 505 SOUTH,26000,7249,27.88,38.84769444444445,-121.93986111111111
2020,5,3,YOL,22.61,JCT. RTE. 505 SOUTH,37000,10589,28.62,38.84769444444445,-121.93986111111111
2020,5,3,COL,17.975,"WILLIAMS, E STREET",32000,7632,23.85,39.15680555555556,-122.14422222222223
2020,5,3,COL,18.722,JCT. RTE. 20,31500,6895,21.89,39.166583333333335,-122.15011111111112
2020,5,3,COL,18.722,JCT. RTE. 20,29500,7493,25.4,39.166583333333335,-122.15011111111112
2020,5,3,GLE,9.872,"WILLOWS, JCT. RTE. 162",25500,7306,28.65,39.52422222222222,-122.21491666666667
2020,5,3,GLE,9.872,"WILLOWS, JCT. RTE. 162",26000,7283,28.01,39.52422222222222,-122.21491666666667
2020,5,3,GLE,10.877,COUNTY ROAD 48;N/O JCT RTE 162,26000,8340,32.08,39.538805555555555,-122.21494444444444
2020,5,3,GLE,25.529,JCT. RTE. 32 EAST,26000,7431,28.58,39.75075,-122.20566666666667
2020,5,3,GLE,25.529,JCT. RTE. 32 EAST,28500,8408,29.5,39.75075,-122.20566666666667
2020,5,3,GLE,28.821,GLENN/TEHAMA COUNTY LINE,26300,6703,25.49,39.79811111111111,-122.20102777777778
2020,5,2,TEH,0.0,GLENN/TEHAMA COUNTY LINE,26300,6703,25.49,39.79811111111111,-122.20102777777778
2020,5,2,TEH,5.769,LIBERAL AVENUE,29000,6444,22.22,39.88163888888889,-122.20027777777779
2020,5,2,TEH,7.486,SOUTH AVENUE,30000,6667,22.22,39.906527777777775,-122.20033333333333
2020,5,2,TEH,8.975,CORNING ROAD,30500,6778,22.22,39.92811111111111,-122.2003888888889
2020,5,2,TEH,10.969,FINNELL AVENUE,30500,6778,22.22,39.95702777777778,-122.2003888888889
2020,5,2,TEH,13.965,GYLE ROAD,29000,6445,22.22,40.000166666666665,-122.206
2020,5,2,TEH,19.781,FLORES AVENUE,29500,6556,22.22,40.08397222222222,-122.21697222222222
2020,5,2,TEH,24.871,"RED BLUFF, SOUTH MAIN STREET",33000,6528,19.78,40.15763888888889,-122.2235
2020,5,2,TEH,24.942,"RED BLUFF, DIAMOND AVENUE INTERCHANGE",36500,7221,19.78,40.15863888888889,-122.22336111111112
2020,5,2,TEH,26.525,"RED BLUFF, JCT. RTE. 36",41500,7197,17.34,40.18061111111111,-122.22527777777778
2020,5,2,TEH,28.377,NORTH RED BLUFF,41500,7197,17.34,40.20319444444445,-122.24391666666666
2020,5,2,TEH,31.043,WILCOX ROAD,41500,7197,17.34,40.219277777777776,-122.25147222222222
2020,5,2,TEH,32.236,JELLYS FERRY ROAD,39000,6763,17.34,40.23602777777778,-122.25611111111111
2020,5,2,TEH,36.371,HOOKER CREEK ROAD,38000,7041,18.53,40.293055555555554,-122.27886111111111
2020,5,2,TEH,38.716,SUNSET HILLS DRIVE,38000,6676,17.57,40.327000000000005,-122.281
2020,5,2,TEH,41.525,BOWMAN ROAD,35000,6987,19.96,40.36763888888889,-122.28394444444444
2020,5,2,TEH,42.115,TEHAMA/SHASTA COUNTY LINE,45500,7614,16.73,40.376194444444444,-122.28455555555556
2020,5,2,SHA,0.0,TEHAMA/SHASTA COUNTY LINE,45500,7614,16.73,40.376194444444444,-122.28455555555556
2020,5,2,SHA,0.909,FOURTH STREET,47500,7614,16.03,40.38933333333333,-122.28508333333333
2020,5,2,SHA,1.907,NORTH COTTONWOOD,53000,7719,14.56,40.40325,-122.28133333333334
2020,5,2,SHA,3.83,JCT. RTE. 273 NORTH,44000,7718,17.54,40.43116666666666,-122.28486111111111
2020,5,2,SHA,4.289,"ANDERSON, DESCHUTES ROAD",52000,7927,15.24,40.43733333333333,-122.28705555555555
2020,5,2,SHA,5.294,"ANDERSON, BALLS FERRY ROAD",42500,6191,14.57,40.4515,-122.29144444444444
2020,5,2,SHA,5.64,"ANDERSON, NORTH STREET",51000,7430,14.57,40.455555555555556,-122.29525
2020,5,2,SHA,6.743,RIVERSIDE AVENUE,51000,7430,14.57,40.46838888888889,-122.30780555555555
2020,5,2,SHA,9.772,KNIGHTON ROAD,54000,7866,14.57,40.50555555555555,-122.33825
2020,5,2,SHA,12.152,CHURN CREEK ROAD,58000,8450,14.57,40.53847222222222,-122.35127777777777
2020,5,2,SHA,15.448,"REDDING, JCT. RTE. 44",57000,7737,13.57,40.58536111111111,-122.36075
2020,5,2,SHA,17.322,"REDDING, JCT. RTE. 299",44500,7312,16.43,40.61230555555556,-122.36347222222221
2020,5,2,SHA,18.068,"REDDING, TWIN VIEW BOULEVARD",36000,6611,18.36,40.62277777777778,-122.36677777777777
2020,5,2,SHA,18.481,"REDDING, JCT. RTE. 273",43000,7161,16.65,40.62863888888889,-122.36861111111111
2020,5,2,SHA,19.402,"REDDING, OASIS ROAD",35500,7275,20.49,40.64161111111111,-122.36508333333333
2020,5,2,SHA,20.995,PINE GROVE,31000,7168,23.12,40.663583333333335,-122.35566666666666
2020,5,2,SHA,22.144,JCT. RTE. 151 WEST,22600,7168,31.72,40.679361111111106,-122.34861111111111
2020,5,2,SHA,24.08,.8-MI. N/O MOUNTAIN GATE,20900,7389,35.35,40.70583333333334,-122.33730555555555
2020,5,2,SHA,24.082,MOUNTAIN GATE,20900,7389,35.35,40.70586111111111,-122.33727777777777
2020,5,2,SHA,26.035,FAWNDALE,20000,7130,35.65,40.73097222222222,-122.32022222222221
2020,5,2,SHA,27.632,BRIDGE BAY,19400,7095,36.57,40.75152777777778,-122.32025
2020,5,2,SHA,29.315,TURNTABLE BAY ROAD,9800,3568,36.41,40.77325,-122.31333333333333
2020,5,2,SHA,32.159,O' BRIEN,9500,3458,36.4,40.80880555555555,-122.32280555555555
2020,5,2,SHA,36.825,GILMAN ROAD,18600,7078,38.05,40.84780555555556,-122.33855555555554
2020,5,2,SHA,41.053,ANTLERS,17700,7042,39.79,40.89255555555555,-122.38352777777779
2020,5,2,SHA,42.316,LAKEHEAD,17600,7007,39.81,40.91047222222222,-122.3858888888889
2020,5,2,SHA,52.9,GIBSON,17400,6994,40.2,41.02033333333333,-122.4003888888889
2020,5,2,SHA,57.41,SIMS ROAD,17400,6987,40.16,41.07166666666667,-122.35819444444444
2020,5,2,SHA,59.35,FLUME CREEK,17400,6979,40.11,41.095333333333336,-122.34558333333332
2020,5,2,SHA,60.508,CONANT ROAD,17500,6972,39.84,41.10772222222222,-122.33155555555555
2020,5,2,SHA,61.745,SWEETBRIER AVENUE,17600,6965,39.57,41.123111111111115,-122.32566666666666
2020,5,2,SHA,63.583,CASTELLA,17800,6958,39.09,41.14833333333333,-122.31611111111111
2020,5,2,SHA,65.413,SODA CREEK ROAD,18100,6952,38.41,41.16247222222222,-122.29733333333333
2020,5,2,SHA,66.842,CASTLE CRAGS DRIVE,18600,6944,37.33,41.181805555555556,-122.29086111111111
2020,5,2,SHA,67.019,SHASTA/SISKIYOU COUNTY  LINE,18600,6930,37.26,41.184,-122.28916666666666
2020,5,2,SIS,0.0,SHASTA/SISKIYOU COUNTY  LINE,18600,6930,37.26,41.184,-122.28916666666666
2020,5,2,SIS,0.685,SOUTH DUNSMUIR,18000,6992,38.84,41.19327777777777,-122.28455555555556
2020,5,2,SIS,2.514,CENTRAL DUNSMUIR,19500,7028,36.04,41.21772222222222,-122.27455555555555
2020,5,2,SIS,3.841,"DUNSMUIR, DUNSMUIR AVENUE",20200,7063,34.97,41.23538888888889,-122.26969444444444
2020,5,2,SIS,5.899,MOTT ROAD,20400,7097,34.79,41.257555555555555,-122.27061111111111
2020,5,2,SIS,8.475,JCT. RTE. 89,20300,7135,35.15,41.285,-122.30230555555555
2020,5,2,SIS,10.485,"MOUNT SHASTA, LAKE STREET",20900,7140,34.16,41.310111111111105,-122.32033333333332
2020,5,2,SIS,11.17,.2-MI. N/O LASSEN AVENUE,20900,7140,34.16,41.31933333333334,-122.32538888888888
2020,5,2,SIS,12.062,NORTH MOUNT SHASTA,23600,7157,30.33,41.331361111111114,-122.332
2020,5,2,SIS,13.184,ABRAMS LAKE ROAD,11700,3549,30.33,41.34425,-122.34472222222222
2020,5,2,SIS,15.339,DEETZ ROAD,23200,7035,30.32,41.36808333333333,-122.37041666666666
2020,5,2,SIS,17.441,SOUTH WEED,22100,6702,30.33,41.39613888888889,-122.38022222222222
2020,5,2,SIS,19.07,JCT. RTE. 97 NORTH,15000,5661,37.74,41.418194444444445,-122.38366666666667
2020,5,2,SIS,19.856,JCT. RTE. 265,16000,5210,32.56,41.423138888888886,-122.39658333333334
2020,5,2,SIS,22.999,EDGEWOOD,15400,5201,33.77,41.441916666666664,-122.43530555555556
2020,5,2,SIS,31.178,LOUIE ROAD,15400,5201,33.77,41.552249999999994,-122.48541666666667
2020,5,2,SIS,38.207,GRENADA,17700,5243,29.62,41.646027777777775,-122.53552777777777
2020,5,2,SIS,42.508,KILLGORE HILLS ROAD,17900,5230,29.22,41.66769444444444,-122.61044444444444
2020,5,2,SIS,45.62,SOUTH YREKA,16900,5079,30.05,41.70375,-122.64311111111111
2020,5,2,SIS,47.563,"YREKA, MINER STREET",15800,5017,31.75,41.73077777777778,-122.63319444444444
2020,5,2,SIS,48.239,"YREKA, JCT. RTE. 3",14600,5154,35.3,41.739694444444446,-122.62805555555555
2020,5,2,SIS,58.326,JCT. RTE. 96 WEST,7000,2452,35.03,41.858111111111114,-122.57119444444444
2020,5,2,SIS,61.553,HENLEY WAY,14800,5142,34.74,41.900888888888886,-122.56633333333333
2020,5,2,SIS,62.921,DITCH CREEK ROAD,14900,5175,34.73,41.91963888888888,-122.57461111111111
2020,5,2,SIS,65.517,BAILEY HILL ROAD RT,7600,2679,35.25,41.95455555555556,-122.5923611111111
2020,5,2,SIS,68.328,HILT ROAD,15600,5200,33.33,41.99272222222222,-122.6098611111111
2020,5,2,SIS,69.293,OREGON STATE LINE,15600,5200,33.33,42.005472222222224,-122.61566666666666
